../maps/den101d.map,CR,1,0,4021,4269,4365
../maps/den101d.map,CR_PP,1,0,1876,2125,2223
../maps/den101d.map,CR_PC,1,0,2248,2497,2598
../maps/den101d.map,FINAL_MWRP,1,0,1077,1324,1426
../maps/den101d.map,CR,1,1,3410,3650,3744
../maps/den101d.map,CR_PP,1,1,1869,2140,2240
../maps/den101d.map,CR_PC,1,1,2101,2355,2457
../maps/den101d.map,FINAL_MWRP,1,1,1160,1406,1505
../maps/den101d.map,CR,1,2,244,489,583
../maps/den101d.map,CR_PP,1,2,166,413,511
../maps/den101d.map,CR_PC,1,2,219,464,564
../maps/den101d.map,FINAL_MWRP,1,2,140,382,483
../maps/den101d.map,CR,1,3,4593,4836,4927
../maps/den101d.map,CR_PP,1,3,2204,2447,2551
../maps/den101d.map,CR_PC,1,3,3221,3477,3578
../maps/den101d.map,FINAL_MWRP,1,3,1451,1697,1793
../maps/den101d.map,CR,1,4,190,424,518
../maps/den101d.map,CR_PP,1,4,178,416,511
../maps/den101d.map,CR_PC,1,4,144,379,475
../maps/den101d.map,FINAL_MWRP,1,4,145,379,476
../maps/den101d.map,CR,1,5,3424,3657,3756
../maps/den101d.map,CR_PP,1,5,1853,2098,2199
../maps/den101d.map,CR_PC,1,5,2023,2274,2372
../maps/den101d.map,FINAL_MWRP,1,5,1183,1424,1518
../maps/den101d.map,CR,1,6,2942,3188,3285
../maps/den101d.map,CR_PP,1,6,1623,1864,1961
../maps/den101d.map,CR_PC,1,6,2106,2356,2458
../maps/den101d.map,FINAL_MWRP,1,6,1240,1482,1580
../maps/den101d.map,CR,1,7,589,825,921
../maps/den101d.map,CR_PP,1,7,389,625,722
../maps/den101d.map,CR_PC,1,7,403,642,745
../maps/den101d.map,FINAL_MWRP,1,7,309,552,651
../maps/den101d.map,CR,1,8,1171,1406,1505
../maps/den101d.map,CR_PP,1,8,642,877,972
../maps/den101d.map,CR_PC,1,8,763,1002,1097
../maps/den101d.map,FINAL_MWRP,1,8,455,695,795
../maps/den101d.map,CR,1,9,2561,2802,2900
../maps/den101d.map,CR_PP,1,9,1137,1376,1470
../maps/den101d.map,CR_PC,1,9,1466,1707,1808
../maps/den101d.map,FINAL_MWRP,1,9,660,899,999
../maps/den101d.map,CR,1,10,2942,3183,3274
../maps/den101d.map,CR_PP,1,10,1625,1867,1962
../maps/den101d.map,CR_PC,1,10,2119,2372,2479
../maps/den101d.map,FINAL_MWRP,1,10,1301,1547,1649
../maps/den101d.map,CR,1,11,164,400,492
../maps/den101d.map,CR_PP,1,11,165,399,495
../maps/den101d.map,CR_PC,1,11,126,366,468
../maps/den101d.map,FINAL_MWRP,1,11,120,358,450
../maps/den101d.map,CR,1,12,275,512,610
../maps/den101d.map,CR_PP,1,12,264,499,595
../maps/den101d.map,CR_PC,1,12,218,457,560
../maps/den101d.map,FINAL_MWRP,1,12,200,437,536
../maps/den101d.map,CR,1,13,4890,5131,5228
../maps/den101d.map,CR_PP,1,13,1619,1865,1962
../maps/den101d.map,CR_PC,1,13,2821,3071,3170
../maps/den101d.map,FINAL_MWRP,1,13,1004,1247,1347
../maps/den101d.map,CR,1,14,2887,3127,3227
../maps/den101d.map,CR_PP,1,14,1595,1835,1933
../maps/den101d.map,CR_PC,1,14,2184,2426,2523
../maps/den101d.map,FINAL_MWRP,1,14,1348,1589,1684
../maps/den101d.map,CR,1,15,533,771,868
../maps/den101d.map,CR_PP,1,15,309,543,642
../maps/den101d.map,CR_PC,1,15,404,645,745
../maps/den101d.map,FINAL_MWRP,1,15,261,501,598
../maps/den101d.map,CR,1,16,316,555,652
../maps/den101d.map,CR_PP,1,16,170,405,505
../maps/den101d.map,CR_PC,1,16,291,532,634
../maps/den101d.map,FINAL_MWRP,1,16,152,390,493
../maps/den101d.map,CR,1,17,1170,1408,1504
../maps/den101d.map,CR_PP,1,17,612,847,942
../maps/den101d.map,CR_PC,1,17,751,989,1084
../maps/den101d.map,FINAL_MWRP,1,17,468,712,814
../maps/den101d.map,CR,1,18,377,610,709
../maps/den101d.map,CR_PP,1,18,206,442,539
../maps/den101d.map,CR_PC,1,18,308,549,650
../maps/den101d.map,FINAL_MWRP,1,18,176,410,508
../maps/den101d.map,CR,1,19,204,440,536
../maps/den101d.map,CR_PP,1,19,138,371,473
../maps/den101d.map,CR_PC,1,19,185,422,516
../maps/den101d.map,FINAL_MWRP,1,19,125,362,457
../maps/den101d.map,CR,2,0,375025,375458,375563
../maps/den101d.map,CR_PP,2,0,76534,76824,76925
../maps/den101d.map,CR_PC,2,0,118264,118702,118812
../maps/den101d.map,FINAL_MWRP,2,0,28814,29118,29220
