../maps/den101d.map,MOC_3,4,8,True,820,58
../maps/den101d.map,MxWAstar2,4,8,True,163,38
../maps/den101d.map,SOC_2,4,8,True,13672,74
../maps/den101d.map,MOC_2,4,8,True,788,58
../maps/den101d.map,MxWAstar1.5,4,8,True,166,38
../maps/den101d.map,SOC_1.5,4,8,True,5852,39
../maps/den101d.map,MOC_1.5,4,8,True,471,55

../maps/den101d.map,MxWAstar5,4,9,True,553,64
../maps/den101d.map,SOC_5,4,9,True,6454,97
../maps/den101d.map,MOC_5,4,9,True,6474,92
../maps/den101d.map,MxWAstar3,4,9,True,1782,61
../maps/den101d.map,SOC_3,4,9,True,6003,96
../maps/den101d.map,MOC_3,4,9,True,6130,92
../maps/den101d.map,MxWAstar2,4,9,True,2240,38
../maps/den101d.map,SOC_2,4,9,True,4611,64
../maps/den101d.map,MOC_2,4,9,True,5926,64
../maps/den101d.map,MxWAstar1.5,4,9,True,1338,38
../maps/den101d.map,SOC_1.5,4,9,True,14384,40
../maps/den101d.map,MOC_1.5,4,9,True,58254,46

../maps/maze-32-32-2.map,MxWAstar5,6,0,True,22804,105
../maps/maze-32-32-2.map,SOC_5,6,0,True,32017,89
../maps/maze-32-32-2.map,MOC_5,6,0,True,136307,109
../maps/maze-32-32-2.map,MxWAstar3,6,0,True,26345,87
../maps/maze-32-32-2.map,SOC_3,6,0,True,31921,89
../maps/maze-32-32-2.map,MOC_3,6,0,True,135988,109
../maps/maze-32-32-2.map,MxWAstar2,6,0,True,26429,71
../maps/maze-32-32-2.map,SOC_2,6,0,True,31481,89
../maps/maze-32-32-2.map,MOC_2,6,0,True,132666,96
../maps/maze-32-32-2.map,MxWAstar1.5,6,0,True,30714,57
../maps/maze-32-32-2.map,SOC_1.5,6,0,True,21584,73
../maps/maze-32-32-2.map,MOC_1.5,6,0,True,104589,69

../maps/maze-32-32-2.map,MxWAstar5,6,1,True,8290,118
../maps/maze-32-32-2.map,SOC_5,6,1,True,16055,191
../maps/maze-32-32-2.map,MOC_5,6,1,True,72880,114
../maps/maze-32-32-2.map,MxWAstar3,6,1,True,8330,111
../maps/maze-32-32-2.map,SOC_3,6,1,True,16054,163
../maps/maze-32-32-2.map,MOC_3,6,1,True,72957,114
../maps/maze-32-32-2.map,MxWAstar2,6,1,True,15120,73
../maps/maze-32-32-2.map,SOC_2,6,1,True,17537,114
../maps/maze-32-32-2.map,MOC_2,6,1,True,72196,114
../maps/maze-32-32-2.map,MxWAstar1.5,6,1,True,28396,79
../maps/maze-32-32-2.map,SOC_1.5,6,1,True,24213,86
../maps/maze-32-32-2.map,MOC_1.5,6,1,True,62169,86

../maps/maze-32-32-2.map,MxWAstar5,6,2,True,190590,114
../maps/maze-32-32-2.map,SOC_5,6,2,True,40301,258
../maps/maze-32-32-2.map,MOC_5,6,2,True,105265,170
../maps/maze-32-32-2.map,MxWAstar3,6,2,True,51253,114
../maps/maze-32-32-2.map,SOC_3,6,2,True,40852,220
