1.7559,358
1.75848,354
1.92805,352
2.02139,350
6.94089,349
7.93369,347
8.55133,346
8.82508,344
10.0626,338
10.155,337
10.2065,336
11.2249,335
11.2564,334
11.6662,333
11.8934,332
13.0729,331
14.6275,330
17.5922,329
20.6093,328
20.7274,327
25.1971,326
30.9486,325
32.4402,324
33.049,323
33.6218,320
41.9499,310
42.6272,307
42.6799,305
43.0506,303
43.3385,302
44.4566,301
44.5833,297
80.273,293
80.6539,288
81.0257,285
81.7183,277
81.821,276
81.9837,275
92.4328,273
94.069,270
94.4751,268
95.4002,267
97.1039,266
98.0599,265
99.9168,261
