2.18606,416
2.90588,412
2.99446,411
3.0571,410
4.03064,409
6.65294,407
8.59006,406
9.48007,404
9.57403,402
9.68986,401
9.78227,398
9.89287,396
10.0337,395
10.2099,394
10.4528,393
10.8252,392
11.0845,391
14.1546,390
14.334,388
18.362,383
19.4304,382
20.3879,378
21.3787,374
22.3783,371
23.2548,367
23.4818,364
23.7399,363
24.327,358
25.1758,354
26.3183,353
26.602,352
27.9936,350
28.2705,349
32.6041,343
32.6507,341
33.0118,339
33.4363,337
33.97,333
34.0129,331
37.843,329
40.714,326
43.5023,324
56.5571,323
57.2842,321
58.3973,320
61.253,319
65.5452,318
67.2016,317
67.694,316
73.1206,315
86.5482,314
88.6407,313
92.8949,312
